School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2021-2022,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2077,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2021-2022,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2109,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2021-2022,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3326,,,Chronically Absent Students,Asian,Female,,,,
2021-2022,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3578,,,Chronically Absent Students,Asian,Male,,,,
2021-2022,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,80,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2021-2022,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,97,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2021-2022,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,23305,,,Chronically Absent Students,Black or African American,Female,,,,
2021-2022,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,25218,,,Chronically Absent Students,Black or African American,Male,,,,
2021-2022,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,21326,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2021-2022,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,21960,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2021-2022,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6859,,,Chronically Absent Students,Two or more races,Female,,,,
2021-2022,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6890,,,Chronically Absent Students,Two or more races,Male,,,,
2021-2022,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,47944,,,Chronically Absent Students,White,Female,,,,
2021-2022,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,47916,,,Chronically Absent Students,White,Male,,,,
2021-2022,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1115,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2021-2022,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1043,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2021-2022,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,75,,,Chronically Absent Students,Asian,Female,,,,
2021-2022,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,69,,,Chronically Absent Students,Asian,Male,,,,
2021-2022,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,38,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2021-2022,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,23,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2021-2022,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,173,,,Chronically Absent Students,Black or African American,Female,,,,
2021-2022,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,173,,,Chronically Absent Students,Black or African American,Male,,,,
2021-2022,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2975,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2021-2022,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3124,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2021-2022,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,710,,,Chronically Absent Students,Two or more races,Female,,,,
2021-2022,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,730,,,Chronically Absent Students,Two or more races,Male,,,,
2021-2022,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,11629,,,Chronically Absent Students,White,Female,,,,
2021-2022,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,12185,,,Chronically Absent Students,White,Male,,,,
2020-2021,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,152,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,159,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,78,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,79,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,12950,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,14628,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3766,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4265,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1530,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1579,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,20184,,,Chronically Absent Students,White,Female,,,,
2020-2021,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,21664,,,Chronically Absent Students,White,Male,,,,
2020-2021,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3447,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3799,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,495,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,608,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,871,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1011,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,410,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,449,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1132,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1153,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1837,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2104,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4179,,,Chronically Absent Students,White,Female,,,,
2020-2021,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4721,,,Chronically Absent Students,White,Male,,,,
2020-2021,ARIZONA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,12032,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,ARIZONA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,12914,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,ARIZONA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1698,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,ARIZONA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1940,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,ARIZONA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,769,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,ARIZONA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,857,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,ARIZONA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,12588,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,ARIZONA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,14591,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,ARIZONA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,96240,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,ARIZONA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,108412,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,ARIZONA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,5838,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,ARIZONA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6236,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,ARIZONA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,47947,,,Chronically Absent Students,White,Female,,,,
2020-2021,ARIZONA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,52451,,,Chronically Absent Students,White,Male,,,,
2020-2021,ARKANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,257,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,ARKANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,257,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,ARKANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,284,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,ARKANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,333,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,ARKANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,736,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,ARKANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,751,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,ARKANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,10977,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,ARKANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,11772,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,ARKANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,5937,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,ARKANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6291,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,ARKANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1696,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,ARKANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1762,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,ARKANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,21099,,,Chronically Absent Students,White,Female,,,,
2020-2021,ARKANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,22430,,,Chronically Absent Students,White,Male,,,,
2020-2021,CALIFORNIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3912,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,CALIFORNIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4418,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,CALIFORNIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,13350,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,CALIFORNIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,16863,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,CALIFORNIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2862,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,CALIFORNIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3384,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,CALIFORNIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,41308,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,CALIFORNIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,48289,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,CALIFORNIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,271407,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,CALIFORNIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,331579,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,CALIFORNIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,17571,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,CALIFORNIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,20136,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,CALIFORNIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,64348,,,Chronically Absent Students,White,Female,,,,
2020-2021,CALIFORNIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,79169,,,Chronically Absent Students,White,Male,,,,
2020-2021,COLORADO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1208,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,COLORADO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1318,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,COLORADO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1594,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,COLORADO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1966,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,COLORADO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,557,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,COLORADO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,639,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,COLORADO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6651,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,COLORADO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7675,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,COLORADO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,53393,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,COLORADO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,61478,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,COLORADO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4449,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,COLORADO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,5168,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,COLORADO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,38230,,,Chronically Absent Students,White,Female,,,,
2020-2021,COLORADO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,45645,,,Chronically Absent Students,White,Male,,,,
2020-2021,CONNECTICUT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,171,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,CONNECTICUT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,170,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,CONNECTICUT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,823,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,CONNECTICUT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1033,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,CONNECTICUT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,8524,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,CONNECTICUT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,9803,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,CONNECTICUT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,18651,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,CONNECTICUT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,21433,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,CONNECTICUT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1719,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,CONNECTICUT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1943,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,CONNECTICUT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,11175,,,Chronically Absent Students,White,Female,,,,
2020-2021,CONNECTICUT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,13108,,,Chronically Absent Students,White,Male,,,,
2020-2021,DELAWARE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,70,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,DELAWARE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,100,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,DELAWARE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,156,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,DELAWARE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,216,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,DELAWARE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,20,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,DELAWARE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,24,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,DELAWARE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6248,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,DELAWARE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7330,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,DELAWARE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3207,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,DELAWARE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3779,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,DELAWARE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,794,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,DELAWARE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,865,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,DELAWARE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3920,,,Chronically Absent Students,White,Female,,,,
2020-2021,DELAWARE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4871,,,Chronically Absent Students,White,Male,,,,
2020-2021,DISTRICT OF COLUMBIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,16,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,DISTRICT OF COLUMBIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,17,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,DISTRICT OF COLUMBIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,47,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,DISTRICT OF COLUMBIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,46,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,DISTRICT OF COLUMBIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,DISTRICT OF COLUMBIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,8,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,DISTRICT OF COLUMBIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,9641,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,DISTRICT OF COLUMBIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,10912,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,DISTRICT OF COLUMBIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1518,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,DISTRICT OF COLUMBIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1915,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,DISTRICT OF COLUMBIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,131,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,DISTRICT OF COLUMBIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,138,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,DISTRICT OF COLUMBIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,257,,,Chronically Absent Students,White,Female,,,,
2020-2021,DISTRICT OF COLUMBIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,317,,,Chronically Absent Students,White,Male,,,,
2020-2021,FLORIDA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,981,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,FLORIDA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1086,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,FLORIDA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2903,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,FLORIDA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3478,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,FLORIDA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,550,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,FLORIDA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,616,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,FLORIDA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,102213,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,FLORIDA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,115920,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,FLORIDA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,120912,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,FLORIDA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,138917,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,FLORIDA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,14410,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,FLORIDA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,15658,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,FLORIDA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,111748,,,Chronically Absent Students,White,Female,,,,
2020-2021,FLORIDA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,121819,,,Chronically Absent Students,White,Male,,,,
2020-2021,GEORGIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,387,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,GEORGIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,412,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,GEORGIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2176,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,GEORGIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2854,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,GEORGIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,188,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,GEORGIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,209,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,GEORGIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,81903,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,GEORGIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,92379,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,GEORGIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,30141,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,GEORGIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,34494,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,GEORGIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7529,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,GEORGIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,8229,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,GEORGIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,56862,,,Chronically Absent Students,White,Female,,,,
2020-2021,GEORGIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,60365,,,Chronically Absent Students,White,Male,,,,
2020-2021,HAWAII,,,,,814,Chronic absenteeism--Students absent 10% or more school days,30,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,HAWAII,,,,,814,Chronic absenteeism--Students absent 10% or more school days,41,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,HAWAII,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1742,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,HAWAII,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2563,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,HAWAII,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7765,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,HAWAII,,,,,814,Chronic absenteeism--Students absent 10% or more school days,9130,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,HAWAII,,,,,814,Chronic absenteeism--Students absent 10% or more school days,162,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,HAWAII,,,,,814,Chronic absenteeism--Students absent 10% or more school days,234,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,HAWAII,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3053,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,HAWAII,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3682,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,HAWAII,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2172,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,HAWAII,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2704,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,HAWAII,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1178,,,Chronically Absent Students,White,Female,,,,
2020-2021,HAWAII,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1613,,,Chronically Absent Students,White,Male,,,,
2020-2021,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,576,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
